"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"Singapore","2012","Female","15-24 year olds","Percent","99.8438110113237"
"Singapore","2012","All genders","15-24 year olds","Percent","99.8458574181118"
"Singapore","2011","All genders","15-24 year olds","Percent","99.8238402818556"
"Singapore","2011","Female","15-24 year olds","Percent","99.8017446471055"
"Singapore","2011","Male","15-24 year olds","Percent","99.8840355624275"
"Singapore","2010","Male","15-24 year olds","Percent","99.7378906618827"
"Singapore","2010","Female","15-24 year olds","Percent","99.7666672030639"
"Singapore","2010","All genders","15-24 year olds","Percent","99.7518247890803"
"Singapore","2000","Female","15-24 year olds","Percent","99.6045127387742"
"Singapore","2000","All genders","15-24 year olds","Percent","99.5045991128812"
"Singapore","2000","Male","15-24 year olds","Percent","99.4099947177784"
"Singapore","1990","Male","15-24 year olds","Percent","98.8551208221143"
"Singapore","1990","Female","15-24 year olds","Percent","99.0843635375628"
"Singapore","1990","All genders","15-24 year olds","Percent","98.9667021532182"
"Singapore","1980","All genders","15-24 year olds","Percent","96.2881160771197"
"Singapore","1980","Female","15-24 year olds","Percent","96.1595362138286"
"Singapore","1980","Male","15-24 year olds","Percent","96.4087847263741"
"Slovenia","2012","Male","15-24 year olds","Percent","99.80696"
"Slovenia","2012","All genders","15-24 year olds","Percent","99.85276"
"Slovenia","2012","Female","15-24 year olds","Percent","99.902"
"Slovenia","2004","All genders","15-24 year olds","Percent","99.82676"
"Slovenia","2004","Female","15-24 year olds","Percent","99.86676"
"Slovenia","2004","Male","15-24 year olds","Percent","99.78856"
"Slovenia","1991","Male","15-24 year olds","Percent","99.7369664837762"
"Slovenia","1991","Female","15-24 year olds","Percent","99.7790094008699"
"Slovenia","1991","All genders","15-24 year olds","Percent","99.7577366573204"
"Solomon Islands","1999","All genders","15-24 year olds","Percent","85"
"Solomon Islands","1999","Female","15-24 year olds","Percent","80"
"Solomon Islands","1999","Male","15-24 year olds","Percent","90"
"South Africa","2012","Male","15-24 year olds","Percent","98.49654650469"
"South Africa","2012","Female","15-24 year olds","Percent","99.2707090859357"
"South Africa","2012","All genders","15-24 year olds","Percent","98.8820409671553"
"South Africa","2011","All genders","15-24 year olds","Percent","98.7896551499867"
"South Africa","2011","Female","15-24 year olds","Percent","99.152136517539"
"South Africa","2011","Male","15-24 year olds","Percent","98.4306381759916"
"South Africa","2010","Female","15-24 year olds","Percent","98.9013654111998"
"South Africa","2010","Male","15-24 year olds","Percent","98.3887194443798"
"South Africa","2010","All genders","15-24 year olds","Percent","98.6441281940482"
"South Africa","2009","Female","15-24 year olds","Percent","98.8173998170067"
"South Africa","2009","All genders","15-24 year olds","Percent","98.3650853540813"
"South Africa","2009","Male","15-24 year olds","Percent","97.9152038240068"
"South Africa","2007","Male","15-24 year olds","Percent","97.0451798211386"
"South Africa","2007","Female","15-24 year olds","Percent","98.0921140315026"
"South Africa","2007","All genders","15-24 year olds","Percent","97.5707750553158"
"South Africa","1996","All genders","15-24 year olds","Percent","93.9051499112136"
"South Africa","1996","Female","15-24 year olds","Percent","94.2885437837616"
"South Africa","1996","Male","15-24 year olds","Percent","93.4984100702802"
"South Africa","1980","Male","15-24 year olds","Percent","85.3462018167093"
"South Africa","1980","Female","15-24 year olds","Percent","84.9732564769093"
"South Africa","1980","All genders","15-24 year olds","Percent","85.1658534305842"
"Spain","2012","Male","15-24 year olds","Percent","99.6410522835687"
"Spain","2012","All genders","15-24 year olds","Percent","99.6727780183822"
"Spain","2012","Female","15-24 year olds","Percent","99.7057236745304"
"Spain","2011","Female","15-24 year olds","Percent","99.7459739263804"
"Spain","2011","Male","15-24 year olds","Percent","99.6546484321039"
"Spain","2011","All genders","15-24 year olds","Percent","99.6993964444236"
"Spain","2010","All genders","15-24 year olds","Percent","99.5946317332356"
"Spain","2010","Male","15-24 year olds","Percent","99.5067706932114"
"Spain","2010","Female","15-24 year olds","Percent","99.686358955154"
"Spain","2009","Male","15-24 year olds","Percent","99.6387534818942"
"Spain","2009","All genders","15-24 year olds","Percent","99.5990019604349"
"Spain","2009","Female","15-24 year olds","Percent","99.5573201898503"
"Spain","2008","Female","15-24 year olds","Percent","99.6026076085015"
"Spain","2008","All genders","15-24 year olds","Percent","99.5643081212966"
"Spain","2008","Male","15-24 year olds","Percent","99.527820316488"
"Spain","2007","Male","15-24 year olds","Percent","99.580008399832"
"Spain","2007","All genders","15-24 year olds","Percent","99.5693367786391"
"Spain","2007","Female","15-24 year olds","Percent","99.5581087052585"
"Spain","2005","Female","15-24 year olds","Percent","99.502085018983"
"Spain","2005","All genders","15-24 year olds","Percent","99.5377947505607"
"Spain","2005","Male","15-24 year olds","Percent","99.5716901990902"
"Spain","1991","Male","15-24 year olds","Percent","99.5400499871354"
"Spain","1991","All genders","15-24 year olds","Percent","99.5545611579448"
"Spain","1991","Female","15-24 year olds","Percent","99.5696794615985"
"Spain","1981","All genders","15-24 year olds","Percent","98.6419491992938"
"Spain","1981","Male","15-24 year olds","Percent","98.6413335700437"
"Spain","1981","Female","15-24 year olds","Percent","98.642580434694"
"Sri Lanka","2010","Male","15-24 year olds","Percent","97.6865375659449"
"Sri Lanka","2010","Female","15-24 year olds","Percent","98.5889721494072"
"Sri Lanka","2010","All genders","15-24 year olds","Percent","98.157925300301"
"Sri Lanka","2008","All genders","15-24 year olds","Percent","97.9818022463709"
"Sri Lanka","2008","Female","15-24 year olds","Percent","98.5860979174501"
"Sri Lanka","2008","Male","15-24 year olds","Percent","97.3325060818025"
"Sri Lanka","2006","Male","15-24 year olds","Percent","97.027081801904"
"Sri Lanka","2006","All genders","15-24 year olds","Percent","97.4840636672306"
"Sri Lanka","2006","Female","15-24 year olds","Percent","97.9392143512862"
"Sri Lanka","2001","Female","15-24 year olds","Percent","96.1211112980305"
"Sri Lanka","2001","All genders","15-24 year olds","Percent","95.5886326947921"
"Sri Lanka","2001","Male","15-24 year olds","Percent","95.0652884935116"
"Sri Lanka","1981","Male","15-24 year olds","Percent","91.8797654609212"
"Sri Lanka","1981","Female","15-24 year olds","Percent","90.1922661621224"
"Sri Lanka","1981","All genders","15-24 year olds","Percent","91.0433435048648"
"Sudan","2012","Male","15-24 year olds","Percent","90.31431"
"Sudan","2012","Female","15-24 year olds","Percent","85.45938"
"Sudan","2012","All genders","15-24 year olds","Percent","87.91188"
"Sudan","2000","All genders","15-24 year olds","Percent","78.155587876882"
"Sudan","2000","Male","15-24 year olds","Percent","85.694958058988"
"Sudan","2000","Female","15-24 year olds","Percent","72.3313823857302"
"Suriname","2010","Female","15-24 year olds","Percent","98.8021542651975"
"Suriname","2010","Male","15-24 year olds","Percent","97.9727347514396"
"Suriname","2010","All genders","15-24 year olds","Percent","98.3766429518871"
"Suriname","2008","All genders","15-24 year olds","Percent","99.4164189199818"
"Suriname","2008","Female","15-24 year olds","Percent","99.459776099974"
"Suriname","2008","Male","15-24 year olds","Percent","99.3758562947176"
"Suriname","2004","Male","15-24 year olds","Percent","95.6158830902157"
"Suriname","2004","All genders","15-24 year olds","Percent","94.8811406212312"
"Suriname","2004","Female","15-24 year olds","Percent","94.1390362808738"
"Swaziland","2010","Female","15-24 year olds","Percent","94.7484858873272"
"Swaziland","2010","All genders","15-24 year olds","Percent","93.5022998216465"
"Swaziland","2010","Male","15-24 year olds","Percent","92.1874171067544"
"Swaziland","2000","Male","15-24 year olds","Percent","90.6941459097231"
"Swaziland","2000","Female","15-24 year olds","Percent","92.9436383335812"
"Swaziland","2000","All genders","15-24 year olds","Percent","91.8632446547165"
"Swaziland","1986","All genders","15-24 year olds","Percent","83.7482365060052"
"Swaziland","1986","Female","15-24 year olds","Percent","84.2975996939849"
"Swaziland","1986","Male","15-24 year olds","Percent","83.0864928909953"
"Swaziland","1976","Male","15-24 year olds","Percent","76.0830814539254"
"Swaziland","1976","All genders","15-24 year olds","Percent","75.4524423585668"
"Swaziland","1976","Female","15-24 year olds","Percent","74.9796645621102"
"Syrian Arab Republic","2012","Female","15-24 year olds","Percent","94.48727"
"Syrian Arab Republic","2012","All genders","15-24 year olds","Percent","95.56499"
"Syrian Arab Republic","2012","Male","15-24 year olds","Percent","96.57641"
"Syrian Arab Republic","2004","Male","15-24 year olds","Percent","94.6073103476038"
"Syrian Arab Republic","2004","Female","15-24 year olds","Percent","90.2185778079545"
"Syrian Arab Republic","2004","All genders","15-24 year olds","Percent","92.4538117925048"
"Syrian Arab Republic","2002","All genders","15-24 year olds","Percent","95.1888321564028"
"Syrian Arab Republic","2002","Female","15-24 year olds","Percent","92.9635526399351"
"Syrian Arab Republic","2002","Male","15-24 year olds","Percent","97.1440654446456"
"Syrian Arab Republic","1981","Male","15-24 year olds","Percent","88.8319841400958"
"Syrian Arab Republic","1981","Female","15-24 year olds","Percent","59.0168903193681"
"Syrian Arab Republic","1981","All genders","15-24 year olds","Percent","74.2764032870342"
"Tajikistan","2012","Female","15-24 year olds","Percent","99.88239"
"Tajikistan","2012","All genders","15-24 year olds","Percent","99.87011"
"Tajikistan","2012","Male","15-24 year olds","Percent","99.85813"
"Tajikistan","2000","Male","15-24 year olds","Percent","99.844428041349"
"Tajikistan","2000","Female","15-24 year olds","Percent","99.8497178665608"
"Tajikistan","2000","All genders","15-24 year olds","Percent","99.8470626644326"
"Tajikistan","1989","All genders","15-24 year olds","Percent","99.7035807805538"
"Tajikistan","1989","Female","15-24 year olds","Percent","99.6712517690263"
"Tajikistan","1989","Male","15-24 year olds","Percent","99.7364532270721"
"Thailand","2010","Male","15-24 year olds","Percent","96.6425463178003"
"Thailand","2010","Female","15-24 year olds","Percent","96.5520439607402"
"Thailand","2010","All genders","15-24 year olds","Percent","96.5975747603855"
"Thailand","2005","Female","15-24 year olds","Percent","97.8789298916881"
"Thailand","2005","All genders","15-24 year olds","Percent","98.0509140825685"
"Thailand","2005","Male","15-24 year olds","Percent","98.2168055564076"
"Thailand","2000","Male","15-24 year olds","Percent","98.099890852609"
"Thailand","2000","Female","15-24 year olds","Percent","97.8479348216451"
"Thailand","2000","All genders","15-24 year olds","Percent","97.9753862943801"
"Thailand","1980","Female","15-24 year olds","Percent","96.1722036162462"
"Thailand","1980","All genders","15-24 year olds","Percent","96.8673494747551"
"Thailand","1980","Male","15-24 year olds","Percent","97.5708150491893"
"The former Yugoslav Republic of Macedonia","2012","Male","15-24 year olds","Percent","98.7972"
"The former Yugoslav Republic of Macedonia","2012","All genders","15-24 year olds","Percent","98.64628"
"The former Yugoslav Republic of Macedonia","2012","Female","15-24 year olds","Percent","98.48736"
"The former Yugoslav Republic of Macedonia","2002","All genders","15-24 year olds","Percent","98.7426955068776"
"The former Yugoslav Republic of Macedonia","2002","Female","15-24 year olds","Percent","98.4853919292218"
"The former Yugoslav Republic of Macedonia","2002","Male","15-24 year olds","Percent","98.9854435790274"
"The former Yugoslav Republic of Macedonia","1994","Male","15-24 year olds","Percent","99.1444626846824"
"The former Yugoslav Republic of Macedonia","1994","All genders","15-24 year olds","Percent","98.8611650860239"
"The former Yugoslav Republic of Macedonia","1994","Female","15-24 year olds","Percent","98.5668748032322"
"Timor-Leste","2010","All genders","15-24 year olds","Percent","79.5286835307306"
"Timor-Leste","2010","Female","15-24 year olds","Percent","78.5684358222335"
"Timor-Leste","2010","Male","15-24 year olds","Percent","80.4897553173852"
"Togo","2011","Male","15-24 year olds","Percent","86.9166753916976"
"Togo","2011","Female","15-24 year olds","Percent","72.708120344047"
"Togo","2011","All genders","15-24 year olds","Percent","79.8859071338326"
"Togo","2009","All genders","15-24 year olds","Percent","81.7359870985238"
"Togo","2009","Female","15-24 year olds","Percent","74.5553545215581"
"Togo","2009","Male","15-24 year olds","Percent","87.6279996428528"
"Togo","2006","Female","15-24 year olds","Percent","67.9236995291164"
"Togo","2006","Male","15-24 year olds","Percent","84.8553178481681"
"Togo","2006","All genders","15-24 year olds","Percent","76.4529369709878"
"Togo","2000","All genders","15-24 year olds","Percent","74.4395711500975"
"Togo","2000","Female","15-24 year olds","Percent","63.5548523206751"
"Togo","2000","Male","15-24 year olds","Percent","83.786231884058"
"Tonga","2011","Male","15-24 year olds","Percent","99.3665713118104"
"Tonga","2011","Female","15-24 year olds","Percent","99.5104299702001"
"Tonga","2011","All genders","15-24 year olds","Percent","99.4370308590492"
"Tonga","2006","All genders","15-24 year olds","Percent","99.4247560349255"
"Tonga","2006","Female","15-24 year olds","Percent","99.5550376099163"
"Tonga","2006","Male","15-24 year olds","Percent","99.3021632937892"
"Tonga","1996","Female","15-24 year olds","Percent","99.3544973544974"
"Tonga","1996","Male","15-24 year olds","Percent","99.2652239557121"
"Tonga","1996","All genders","15-24 year olds","Percent","99.3087438741295"
